Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Location,Size,Color,Season,Review_Rating,Subscription_Status,Payment_Method,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Preferred_Payment_Method,Frequency_of_Purchases,cluster
1256,30,Male,Hat,Accessories,4,Indiana,M,Peach,Fall,4,No,Credit Card,Standard,Yes,Yes,38,Cash,Fortnightly,0
1257,45,Male,Coat,Outerwear,3,West Virginia,S,Olive,Winter,3,No,Cash,Express,Yes,Yes,4,Cash,Fortnightly,0
1258,68,Male,Dress,Clothing,3,Minnesota,L,Gold,Spring,3,No,Cash,Free Shipping,Yes,Yes,31,Cash,Every 3 Months,2
1259,47,Male,Boots,Footwear,4,Ohio,XL,Gold,Spring,4,No,Debit Card,2-Day Shipping,Yes,Yes,34,Debit Card,Every 3 Months,2
1260,68,Male,Skirt,Clothing,3,Minnesota,M,Turquoise,Fall,3,No,Bank Transfer,Standard,Yes,Yes,45,Credit Card,Monthly,2
1261,63,Male,Shirt,Clothing,4,Virginia,XL,Green,Spring,4,No,Venmo,Store Pickup,Yes,Yes,30,Debit Card,Quarterly,2
1262,20,Male,Shirt,Clothing,2,Connecticut,L,Maroon,Summer,2,No,Venmo,Next Day Air,Yes,Yes,2,Credit Card,Fortnightly,1
1263,29,Male,Boots,Footwear,4,Tennessee,L,Brown,Winter,4,No,Debit Card,Store Pickup,Yes,Yes,44,Venmo,Monthly,0
1264,41,Male,Hoodie,Clothing,4,Delaware,L,Brown,Winter,4,No,Bank Transfer,2-Day Shipping,Yes,Yes,1,Credit Card,Bi-Weekly,0
1265,52,Male,Sweater,Clothing,2,Vermont,S,Blue,Winter,2,No,Venmo,Next Day Air,Yes,Yes,1,Venmo,Bi-Weekly,1
1266,32,Male,Shirt,Clothing,2,Louisiana,M,Lavender,Spring,2,No,Bank Transfer,Next Day Air,Yes,Yes,27,Bank Transfer,Weekly,1
1267,20,Male,Blouse,Clothing,4,North Dakota,M,Peach,Fall,4,No,Cash,Standard,Yes,Yes,14,Debit Card,Every 3 Months,0
1268,47,Male,T-shirt,Clothing,2,Oregon,S,Gray,Spring,2,No,Credit Card,Standard,Yes,Yes,41,Cash,Weekly,1
1269,23,Male,Jacket,Outerwear,2,Idaho,XL,Charcoal,Winter,2,No,Venmo,Next Day Air,Yes,Yes,25,Debit Card,Bi-Weekly,1
1270,43,Male,Jewelry,Accessories,3,Vermont,M,Lavender,Spring,3,No,PayPal,Standard,Yes,Yes,47,PayPal,Quarterly,2
1271,67,Male,Hoodie,Clothing,3,West Virginia,M,Green,Fall,3,No,Cash,Standard,Yes,Yes,20,Cash,Annually,2
1272,70,Male,Jewelry,Accessories,4,Kentucky,S,Gray,Spring,4,No,Cash,Store Pickup,Yes,Yes,42,PayPal,Annually,2
1273,35,Male,Sandals,Footwear,4,Wisconsin,M,Orange,Winter,4,No,Debit Card,Express,Yes,Yes,16,Bank Transfer,Monthly,0
1274,41,Male,Jeans,Clothing,4,Mississippi,L,Silver,Spring,4,No,Cash,Next Day Air,Yes,Yes,32,Credit Card,Every 3 Months,0
1275,54,Male,Hat,Accessories,3,Missouri,M,Olive,Spring,3,No,Cash,2-Day Shipping,Yes,Yes,37,PayPal,Quarterly,2
1276,55,Male,Sweater,Clothing,4,Arkansas,S,Turquoise,Fall,4,No,PayPal,Standard,Yes,Yes,1,PayPal,Monthly,2
1277,51,Male,Boots,Footwear,4,Wyoming,L,Turquoise,Spring,4,No,PayPal,Next Day Air,Yes,Yes,37,Bank Transfer,Weekly,2
1278,19,Male,Blouse,Clothing,5,Rhode Island,L,Green,Spring,5,No,Debit Card,Express,Yes,Yes,5,Venmo,Quarterly,0
1279,28,Male,Shorts,Clothing,2,Utah,M,Violet,Fall,2,No,Credit Card,Next Day Air,Yes,Yes,31,Venmo,Fortnightly,1
1280,63,Male,Hoodie,Clothing,3,Maryland,L,Charcoal,Fall,3,No,PayPal,Express,Yes,Yes,18,Debit Card,Annually,2
1281,30,Male,Pants,Clothing,4,Georgia,L,White,Winter,4,No,PayPal,2-Day Shipping,Yes,Yes,39,Venmo,Every 3 Months,0
1282,29,Male,Belt,Accessories,4,New Jersey,M,Olive,Spring,4,No,Cash,Store Pickup,Yes,Yes,8,Venmo,Bi-Weekly,0
1283,24,Male,Shirt,Clothing,3,New Hampshire,L,Violet,Winter,3,No,Debit Card,Free Shipping,Yes,Yes,20,Venmo,Monthly,0
1284,69,Male,Shirt,Clothing,3,Oregon,M,Violet,Winter,3,No,Credit Card,2-Day Shipping,Yes,Yes,23,Debit Card,Every 3 Months,2
1285,65,Male,Dress,Clothing,3,Arkansas,M,Black,Spring,3,No,Bank Transfer,Express,Yes,Yes,38,PayPal,Fortnightly,2
1286,64,Male,Gloves,Accessories,3,North Carolina,M,Charcoal,Fall,3,No,Venmo,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly,2
1287,40,Male,Gloves,Accessories,4,West Virginia,L,Yellow,Winter,4,No,Bank Transfer,Next Day Air,Yes,Yes,44,Debit Card,Fortnightly,2
1288,24,Male,Jeans,Clothing,3,Utah,XL,Blue,Winter,3,No,Venmo,Standard,Yes,Yes,20,PayPal,Monthly,0
1289,66,Male,Belt,Accessories,4,South Dakota,XL,Charcoal,Winter,4,No,Venmo,Standard,Yes,Yes,34,PayPal,Bi-Weekly,2
1290,35,Male,Jacket,Outerwear,2,New Hampshire,M,Red,Fall,2,No,Debit Card,Next Day Air,Yes,Yes,10,PayPal,Weekly,1
1291,67,Male,Skirt,Clothing,3,Maryland,M,Indigo,Spring,3,No,Cash,Free Shipping,Yes,Yes,3,PayPal,Annually,2
1292,69,Male,Sandals,Footwear,3,South Dakota,S,Beige,Spring,3,No,Venmo,2-Day Shipping,Yes,Yes,23,Debit Card,Fortnightly,2
1293,26,Male,Belt,Accessories,3,Kentucky,M,Maroon,Summer,3,No,Debit Card,Free Shipping,Yes,Yes,42,Bank Transfer,Annually,0
1294,23,Male,Sweater,Clothing,4,Florida,XL,Yellow,Fall,4,No,Bank Transfer,Standard,Yes,Yes,30,Debit Card,Annually,0
1295,27,Male,Shirt,Clothing,4,Texas,M,Silver,Summer,4,No,Credit Card,Standard,Yes,Yes,21,Cash,Every 3 Months,0
1296,30,Male,Sneakers,Footwear,2,New Mexico,M,Olive,Fall,2,No,PayPal,Standard,Yes,Yes,50,PayPal,Weekly,1
1297,48,Male,Jeans,Clothing,2,South Dakota,S,Teal,Spring,2,No,PayPal,Express,Yes,Yes,16,Cash,Bi-Weekly,1
1298,44,Male,Sandals,Footwear,4,New Jersey,M,Silver,Summer,4,No,Debit Card,Standard,Yes,Yes,32,Venmo,Annually,2
1299,29,Male,Pants,Clothing,3,Indiana,S,Indigo,Summer,3,No,Cash,Free Shipping,Yes,Yes,14,Bank Transfer,Fortnightly,0
1300,29,Male,Belt,Accessories,3,Louisiana,L,Teal,Fall,3,No,Bank Transfer,2-Day Shipping,Yes,Yes,42,Venmo,Bi-Weekly,0
1301,67,Male,T-shirt,Clothing,4,West Virginia,M,Charcoal,Spring,4,No,Cash,Next Day Air,Yes,Yes,47,Credit Card,Every 3 Months,2
1302,42,Male,Shirt,Clothing,5,Maine,M,Orange,Fall,5,No,Venmo,Express,Yes,Yes,21,Debit Card,Weekly,0
1303,23,Male,Sneakers,Footwear,2,Idaho,M,Gold,Fall,2,No,Bank Transfer,Next Day Air,Yes,Yes,37,Credit Card,Monthly,1
1304,34,Male,Blouse,Clothing,3,New York,L,Silver,Summer,3,No,Venmo,Next Day Air,Yes,Yes,10,Credit Card,Annually,0
1305,64,Male,Backpack,Accessories,4,Montana,S,Orange,Spring,4,No,Bank Transfer,2-Day Shipping,Yes,Yes,18,PayPal,Every 3 Months,2
1306,31,Male,Pants,Clothing,4,Mississippi,XL,Peach,Spring,4,No,Venmo,Express,Yes,Yes,2,PayPal,Every 3 Months,0
1307,54,Male,Sweater,Clothing,4,Alaska,L,Brown,Winter,4,No,Cash,Next Day Air,Yes,Yes,40,PayPal,Annually,2
1308,23,Male,Coat,Outerwear,3,Missouri,L,Black,Summer,3,No,PayPal,Express,Yes,Yes,43,PayPal,Annually,0
1309,59,Male,Dress,Clothing,4,Rhode Island,L,Red,Summer,4,No,Credit Card,Next Day Air,Yes,Yes,14,Credit Card,Every 3 Months,2
1310,32,Male,Blouse,Clothing,4,Hawaii,L,Lavender,Summer,4,No,Bank Transfer,Store Pickup,Yes,Yes,41,Cash,Quarterly,0
1311,43,Male,Hoodie,Clothing,3,South Carolina,L,Brown,Winter,3,No,Credit Card,Store Pickup,Yes,Yes,38,Credit Card,Every 3 Months,2
1312,32,Male,Shoes,Footwear,4,Tennessee,M,Maroon,Fall,4,No,Credit Card,Express,Yes,Yes,12,Venmo,Annually,0
1313,66,Male,T-shirt,Clothing,3,Missouri,M,Violet,Winter,3,No,Venmo,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly,2
1314,70,Male,Shoes,Footwear,2,Missouri,M,Lavender,Summer,2,No,Cash,Free Shipping,Yes,Yes,23,Credit Card,Bi-Weekly,1
1315,42,Male,Boots,Footwear,3,Missouri,S,Magenta,Summer,3,No,Venmo,Free Shipping,Yes,Yes,49,Debit Card,Annually,2
1316,56,Male,Shorts,Clothing,4,Mississippi,L,Green,Spring,4,No,PayPal,2-Day Shipping,Yes,Yes,29,Debit Card,Quarterly,2
1317,28,Male,Belt,Accessories,4,Arkansas,S,Lavender,Spring,4,No,PayPal,Standard,Yes,Yes,14,Debit Card,Bi-Weekly,0
1318,28,Male,Pants,Clothing,2,Kentucky,M,Green,Spring,2,No,Credit Card,Free Shipping,Yes,Yes,19,Cash,Monthly,1
1319,52,Male,Shorts,Clothing,2,Connecticut,M,Maroon,Spring,2,No,Venmo,Express,Yes,Yes,19,Credit Card,Bi-Weekly,1
1320,65,Male,Sunglasses,Accessories,4,Oklahoma,M,Magenta,Spring,4,No,Credit Card,Standard,Yes,Yes,48,Bank Transfer,Weekly,2
1321,56,Male,Hat,Accessories,3,California,XL,Teal,Fall,3,No,PayPal,Free Shipping,Yes,Yes,19,Debit Card,Annually,2
1322,59,Male,T-shirt,Clothing,3,Missouri,L,Orange,Winter,3,No,Credit Card,Express,Yes,Yes,45,Bank Transfer,Every 3 Months,2
1323,23,Male,Pants,Clothing,4,Washington,M,Violet,Winter,4,No,Credit Card,Next Day Air,Yes,Yes,17,Bank Transfer,Quarterly,0
1324,58,Male,Shorts,Clothing,4,New York,M,Yellow,Spring,4,No,Cash,Standard,Yes,Yes,15,Debit Card,Every 3 Months,2
1325,39,Male,Jewelry,Accessories,3,Indiana,S,Orange,Summer,3,No,Credit Card,Free Shipping,Yes,Yes,11,Credit Card,Fortnightly,0
1326,28,Male,Backpack,Accessories,3,Oregon,L,Gold,Summer,3,No,Venmo,Express,Yes,Yes,1,Cash,Monthly,0
1327,40,Male,Shoes,Footwear,4,Texas,M,Indigo,Spring,4,No,Bank Transfer,Free Shipping,Yes,Yes,17,Cash,Monthly,0
1328,52,Male,Coat,Outerwear,2,Florida,M,Turquoise,Winter,2,No,Credit Card,Standard,Yes,Yes,37,Cash,Weekly,1
1329,37,Male,Sweater,Clothing,3,Rhode Island,M,Orange,Winter,3,No,Debit Card,Standard,Yes,Yes,40,Bank Transfer,Weekly,0
1330,70,Male,Gloves,Accessories,3,Texas,M,Indigo,Fall,3,No,PayPal,Express,Yes,Yes,50,PayPal,Every 3 Months,2
1331,30,Male,Handbag,Accessories,2,Vermont,M,Charcoal,Fall,2,No,Credit Card,Standard,Yes,Yes,20,PayPal,Bi-Weekly,1
1332,38,Male,Socks,Clothing,3,Maryland,M,Lavender,Spring,3,No,Credit Card,Standard,Yes,Yes,8,PayPal,Bi-Weekly,0
1333,66,Male,Hoodie,Clothing,4,Alaska,S,Gold,Spring,4,No,Bank Transfer,Store Pickup,Yes,Yes,16,Bank Transfer,Quarterly,2
1334,29,Male,Pants,Clothing,2,Idaho,M,Lavender,Winter,2,No,Cash,Next Day Air,Yes,Yes,9,Bank Transfer,Quarterly,1
1335,46,Male,Coat,Outerwear,4,West Virginia,S,White,Spring,4,No,Debit Card,Store Pickup,Yes,Yes,12,Venmo,Monthly,0
1336,56,Male,Boots,Footwear,4,Nevada,M,Lavender,Fall,4,No,Credit Card,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,2
1337,23,Male,Sneakers,Footwear,4,Oregon,M,Charcoal,Spring,4,No,PayPal,Store Pickup,Yes,Yes,44,Debit Card,Fortnightly,0
1338,37,Male,Sweater,Clothing,3,Tennessee,L,Silver,Spring,3,No,Venmo,Express,Yes,Yes,19,Credit Card,Bi-Weekly,0
1339,56,Male,Handbag,Accessories,2,Alabama,S,Yellow,Winter,2,No,Bank Transfer,Standard,Yes,Yes,43,PayPal,Fortnightly,1
1340,36,Male,Belt,Accessories,5,Indiana,L,Olive,Winter,5,No,PayPal,Next Day Air,Yes,Yes,5,Bank Transfer,Every 3 Months,0
1341,40,Male,Belt,Accessories,4,Idaho,M,Peach,Fall,4,No,Credit Card,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months,0
1342,26,Male,Hoodie,Clothing,2,Rhode Island,XL,Yellow,Fall,2,No,Debit Card,Standard,Yes,Yes,31,Bank Transfer,Quarterly,1
1343,57,Male,Sunglasses,Accessories,3,Arizona,XL,Yellow,Summer,3,No,Cash,2-Day Shipping,Yes,Yes,11,Bank Transfer,Monthly,2
1344,68,Male,Sneakers,Footwear,3,Florida,M,Indigo,Spring,3,No,Venmo,Standard,Yes,Yes,34,Bank Transfer,Monthly,2
1345,56,Male,T-shirt,Clothing,4,New York,S,Violet,Fall,4,No,Credit Card,Next Day Air,Yes,Yes,14,Cash,Annually,2
1346,40,Male,Dress,Clothing,3,Nebraska,M,White,Fall,3,No,Credit Card,Standard,Yes,Yes,42,Venmo,Weekly,2
1347,44,Male,Hoodie,Clothing,3,Mississippi,L,White,Winter,3,No,Credit Card,Free Shipping,Yes,Yes,15,Venmo,Bi-Weekly,0
1348,44,Male,Sweater,Clothing,3,Vermont,M,Cyan,Summer,3,No,Venmo,2-Day Shipping,Yes,Yes,47,Bank Transfer,Monthly,2
1349,19,Male,Belt,Accessories,3,Nebraska,XL,Purple,Spring,3,No,PayPal,Standard,Yes,Yes,23,Credit Card,Fortnightly,0
1350,21,Male,Socks,Clothing,3,South Carolina,XL,Black,Spring,3,No,Bank Transfer,Next Day Air,Yes,Yes,23,Cash,Bi-Weekly,0
1351,31,Male,Sunglasses,Accessories,4,Delaware,M,Orange,Fall,4,No,Cash,Next Day Air,Yes,Yes,1,Cash,Every 3 Months,0
1352,30,Male,Coat,Outerwear,2,Vermont,L,Maroon,Summer,2,No,Credit Card,2-Day Shipping,Yes,Yes,28,Bank Transfer,Quarterly,1
1353,65,Male,Hat,Accessories,4,Indiana,XL,Orange,Spring,4,No,Bank Transfer,Next Day Air,Yes,Yes,37,Credit Card,Bi-Weekly,2
1354,39,Male,Pants,Clothing,4,Oregon,M,Teal,Winter,4,No,Bank Transfer,Next Day Air,Yes,Yes,4,Cash,Every 3 Months,0
1355,64,Male,Backpack,Accessories,3,Maryland,M,Gray,Spring,3,No,Debit Card,2-Day Shipping,Yes,Yes,21,Bank Transfer,Quarterly,2
1356,59,Male,Shorts,Clothing,3,Florida,M,Blue,Summer,3,No,Venmo,2-Day Shipping,Yes,Yes,50,PayPal,Bi-Weekly,2
1357,49,Male,Jacket,Outerwear,4,Indiana,M,Cyan,Spring,4,No,Debit Card,Free Shipping,Yes,Yes,34,Bank Transfer,Annually,2
1358,24,Male,Backpack,Accessories,3,Texas,S,Red,Summer,3,No,Venmo,Next Day Air,Yes,Yes,20,Cash,Quarterly,0
1359,19,Male,Scarf,Accessories,2,Nebraska,XL,Pink,Spring,2,No,Debit Card,Store Pickup,Yes,Yes,25,Venmo,Every 3 Months,1
1360,27,Male,Hoodie,Clothing,4,North Carolina,S,Cyan,Winter,4,No,Debit Card,Store Pickup,Yes,Yes,26,Bank Transfer,Fortnightly,0
1361,56,Male,Skirt,Clothing,2,Alabama,L,Black,Fall,2,No,Bank Transfer,Express,Yes,Yes,4,Bank Transfer,Annually,1
1362,49,Male,Dress,Clothing,3,Alabama,M,Beige,Fall,3,No,Cash,Next Day Air,Yes,Yes,39,Debit Card,Monthly,2
1363,41,Male,Coat,Outerwear,4,Colorado,M,Gray,Fall,4,No,Cash,Express,Yes,Yes,29,Cash,Weekly,0
1364,36,Male,Blouse,Clothing,4,Wisconsin,L,Red,Summer,4,No,Bank Transfer,Express,Yes,Yes,47,PayPal,Quarterly,0
1365,68,Male,Hat,Accessories,4,Delaware,L,Yellow,Fall,4,No,Cash,Express,Yes,Yes,5,Cash,Every 3 Months,2
1366,28,Male,Handbag,Accessories,4,Indiana,M,Magenta,Winter,4,No,PayPal,Store Pickup,Yes,Yes,18,Bank Transfer,Fortnightly,0
1367,45,Male,Belt,Accessories,3,Iowa,M,Magenta,Fall,3,No,Debit Card,Free Shipping,Yes,Yes,10,Credit Card,Fortnightly,0
1368,60,Male,Belt,Accessories,3,Iowa,S,Black,Fall,3,No,Venmo,Express,Yes,Yes,25,Cash,Quarterly,2
1369,21,Male,Shirt,Clothing,4,Wisconsin,L,Orange,Summer,4,No,Venmo,Express,Yes,Yes,2,Cash,Weekly,0
1370,32,Male,Shoes,Footwear,3,Iowa,M,Green,Winter,3,No,Cash,Standard,Yes,Yes,48,Venmo,Fortnightly,0
1371,27,Male,Scarf,Accessories,2,Montana,L,Peach,Summer,2,No,PayPal,2-Day Shipping,Yes,Yes,41,Bank Transfer,Every 3 Months,1
1372,40,Male,Pants,Clothing,2,Mississippi,M,Charcoal,Spring,2,No,PayPal,Store Pickup,Yes,Yes,42,Credit Card,Monthly,1
1373,64,Male,Blouse,Clothing,4,Michigan,M,Gray,Fall,4,No,Credit Card,2-Day Shipping,Yes,Yes,44,PayPal,Bi-Weekly,2
1374,18,Male,Gloves,Accessories,2,Virginia,L,Turquoise,Winter,2,No,Credit Card,Store Pickup,Yes,Yes,6,Cash,Quarterly,1
1375,22,Male,Handbag,Accessories,2,New York,M,Red,Fall,2,No,Debit Card,Free Shipping,Yes,Yes,5,Bank Transfer,Quarterly,1
1376,42,Male,Sneakers,Footwear,4,Maine,L,Brown,Spring,4,No,Venmo,2-Day Shipping,Yes,Yes,8,Credit Card,Annually,0
1377,57,Male,Sandals,Footwear,5,New Jersey,L,Pink,Spring,5,No,Cash,Free Shipping,Yes,Yes,24,PayPal,Annually,2
1378,33,Male,Sunglasses,Accessories,3,Maryland,L,Olive,Spring,3,No,Credit Card,Next Day Air,Yes,Yes,42,Venmo,Monthly,0
1379,37,Male,Jacket,Outerwear,3,Kentucky,XL,Lavender,Fall,3,No,PayPal,Free Shipping,Yes,Yes,24,Venmo,Weekly,0
1380,21,Male,T-shirt,Clothing,2,Minnesota,L,Purple,Fall,2,No,Venmo,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly,1
1381,51,Male,Sneakers,Footwear,4,Massachusetts,S,Beige,Winter,4,No,Bank Transfer,Standard,Yes,Yes,41,Cash,Fortnightly,2
1382,30,Male,Shoes,Footwear,2,Illinois,L,Green,Winter,2,No,Cash,Standard,Yes,Yes,48,Venmo,Quarterly,1
1383,68,Male,Jacket,Outerwear,4,Michigan,L,Brown,Winter,4,No,Venmo,Express,Yes,Yes,16,Bank Transfer,Quarterly,2
1384,36,Male,Scarf,Accessories,3,Wisconsin,M,Beige,Spring,3,No,Bank Transfer,Express,Yes,Yes,4,Venmo,Monthly,0
1385,46,Male,Sneakers,Footwear,4,Alaska,M,Beige,Fall,4,No,Cash,Standard,Yes,Yes,8,Bank Transfer,Weekly,0
1386,41,Male,Jewelry,Accessories,2,Mississippi,M,Indigo,Fall,2,No,Debit Card,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,1
1387,68,Male,Jacket,Outerwear,4,Oregon,M,Silver,Fall,4,No,Bank Transfer,Next Day Air,Yes,Yes,4,Debit Card,Quarterly,2
1388,21,Male,Blouse,Clothing,3,Maryland,M,Gold,Winter,3,No,Credit Card,Standard,Yes,Yes,20,Credit Card,Monthly,0
1389,62,Male,Dress,Clothing,3,Arkansas,M,Lavender,Spring,3,No,Cash,Express,Yes,Yes,40,Cash,Quarterly,2
1390,59,Male,Scarf,Accessories,2,Illinois,L,Orange,Fall,2,No,Debit Card,Store Pickup,Yes,Yes,8,Debit Card,Fortnightly,1
1391,25,Male,Hat,Accessories,4,Arkansas,M,Maroon,Summer,4,No,Venmo,Standard,Yes,Yes,42,Debit Card,Weekly,0
1392,53,Male,Blouse,Clothing,3,Mississippi,S,White,Winter,3,No,Bank Transfer,Express,Yes,Yes,38,Credit Card,Annually,2
1393,31,Male,Gloves,Accessories,4,Arkansas,M,Yellow,Spring,4,No,Debit Card,Express,Yes,Yes,34,Venmo,Every 3 Months,0
1394,46,Male,Gloves,Accessories,3,Idaho,L,Yellow,Spring,3,No,Bank Transfer,Express,Yes,Yes,14,PayPal,Fortnightly,2
1395,26,Male,Coat,Outerwear,4,Iowa,L,Magenta,Fall,4,No,PayPal,Next Day Air,Yes,Yes,39,Cash,Weekly,0
1396,47,Male,Scarf,Accessories,2,West Virginia,L,Turquoise,Spring,2,No,Cash,Next Day Air,Yes,Yes,40,PayPal,Bi-Weekly,1
1397,37,Male,Pants,Clothing,3,Wisconsin,XL,Lavender,Winter,3,No,Cash,Next Day Air,Yes,Yes,49,Debit Card,Monthly,2
1398,55,Male,Sunglasses,Accessories,4,Massachusetts,S,Magenta,Summer,4,No,Cash,Store Pickup,Yes,Yes,33,PayPal,Annually,2
1399,30,Male,Dress,Clothing,2,Texas,M,Cyan,Summer,2,No,Bank Transfer,Free Shipping,Yes,Yes,25,Credit Card,Weekly,1
1400,19,Male,Hat,Accessories,3,Nebraska,M,Olive,Winter,3,No,Bank Transfer,Store Pickup,Yes,Yes,48,Venmo,Annually,0
1401,36,Male,Backpack,Accessories,3,Nevada,M,Red,Fall,3,No,Venmo,Next Day Air,Yes,Yes,22,Credit Card,Every 3 Months,0
1402,23,Male,Sandals,Footwear,3,Indiana,M,Blue,Fall,3,No,Cash,2-Day Shipping,Yes,Yes,1,PayPal,Weekly,0
1403,62,Male,Sunglasses,Accessories,3,North Dakota,L,White,Summer,3,No,Bank Transfer,Express,Yes,Yes,47,PayPal,Monthly,2
1404,26,Male,Backpack,Accessories,3,Georgia,M,Peach,Spring,3,No,Bank Transfer,Store Pickup,Yes,Yes,20,Credit Card,Bi-Weekly,0
1405,36,Male,Jewelry,Accessories,3,New Mexico,M,Charcoal,Winter,3,No,Venmo,Next Day Air,Yes,Yes,10,Debit Card,Weekly,0
1406,33,Male,Socks,Clothing,2,New Hampshire,M,Peach,Winter,2,No,Cash,Store Pickup,Yes,Yes,39,Credit Card,Monthly,1
1407,32,Male,Shirt,Clothing,3,Washington,L,Turquoise,Spring,3,No,Venmo,Express,Yes,Yes,15,Debit Card,Monthly,0
1408,56,Male,Handbag,Accessories,4,Nevada,XL,Charcoal,Spring,4,No,Cash,Express,Yes,Yes,11,Credit Card,Annually,2
1409,58,Male,Blouse,Clothing,4,Maine,M,Yellow,Winter,4,No,Debit Card,Free Shipping,Yes,Yes,38,Venmo,Weekly,2
1410,34,Male,Backpack,Accessories,4,Idaho,M,Blue,Spring,4,No,Credit Card,Standard,Yes,Yes,41,Cash,Fortnightly,0
1411,61,Male,Hat,Accessories,4,Tennessee,M,Purple,Summer,4,No,Venmo,Store Pickup,Yes,Yes,18,Debit Card,Annually,2
1412,48,Male,Skirt,Clothing,2,Louisiana,L,Green,Summer,2,No,PayPal,Store Pickup,Yes,Yes,13,Venmo,Quarterly,1
1413,25,Male,Shorts,Clothing,2,Michigan,M,Charcoal,Summer,2,No,Debit Card,2-Day Shipping,Yes,Yes,43,Venmo,Annually,1
1414,51,Male,Blouse,Clothing,2,New Hampshire,S,Indigo,Fall,2,No,Venmo,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly,1
1415,29,Male,Socks,Clothing,4,Minnesota,M,Black,Summer,4,No,Debit Card,Store Pickup,Yes,Yes,3,Credit Card,Bi-Weekly,0
1416,54,Male,Belt,Accessories,3,Illinois,M,Blue,Winter,3,No,Bank Transfer,Free Shipping,Yes,Yes,12,Credit Card,Every 3 Months,2
1417,48,Male,Boots,Footwear,3,Idaho,L,Silver,Summer,3,No,PayPal,Free Shipping,Yes,Yes,46,Cash,Quarterly,2
1418,62,Male,Shorts,Clothing,4,Montana,S,Brown,Spring,4,No,Cash,Standard,Yes,Yes,21,Debit Card,Fortnightly,2
1419,18,Male,Shirt,Clothing,4,Alabama,M,Violet,Summer,4,No,Bank Transfer,2-Day Shipping,Yes,Yes,23,Venmo,Every 3 Months,0
1420,43,Male,Handbag,Accessories,2,Montana,M,Orange,Summer,2,No,Debit Card,Free Shipping,Yes,Yes,4,Debit Card,Quarterly,1
1421,22,Male,Jeans,Clothing,4,California,XL,Gray,Summer,4,No,Cash,Store Pickup,Yes,Yes,45,PayPal,Every 3 Months,0
1422,68,Male,Dress,Clothing,3,Pennsylvania,S,Gold,Spring,3,No,Credit Card,Standard,Yes,Yes,24,Bank Transfer,Fortnightly,2
1423,44,Male,Dress,Clothing,3,Texas,L,Charcoal,Fall,3,No,PayPal,Free Shipping,Yes,Yes,3,PayPal,Bi-Weekly,0
1424,51,Male,Sandals,Footwear,3,Michigan,S,Black,Fall,3,No,PayPal,Free Shipping,Yes,Yes,12,Venmo,Every 3 Months,2
1425,66,Male,Jacket,Outerwear,3,Connecticut,S,Indigo,Fall,3,No,Cash,Standard,Yes,Yes,34,Bank Transfer,Every 3 Months,2
1426,59,Male,Coat,Outerwear,3,Wyoming,S,White,Winter,3,No,Debit Card,Next Day Air,Yes,Yes,39,Credit Card,Annually,2
1427,60,Male,Pants,Clothing,4,Michigan,M,Yellow,Summer,4,No,Credit Card,Free Shipping,Yes,Yes,35,PayPal,Every 3 Months,2
1428,31,Male,Backpack,Accessories,4,South Dakota,S,Orange,Summer,4,No,PayPal,Store Pickup,Yes,Yes,8,Credit Card,Annually,0
1429,20,Male,Blouse,Clothing,4,North Dakota,S,Green,Summer,4,No,Debit Card,Express,Yes,Yes,42,PayPal,Quarterly,0
1430,24,Male,Skirt,Clothing,4,Maryland,L,Gold,Fall,4,No,Venmo,Standard,Yes,Yes,6,Credit Card,Every 3 Months,0
1431,48,Male,Sandals,Footwear,4,Michigan,S,Orange,Summer,4,No,PayPal,Free Shipping,Yes,Yes,3,Credit Card,Fortnightly,0
1432,39,Male,Pants,Clothing,2,South Dakota,M,Cyan,Fall,2,No,Bank Transfer,Express,Yes,Yes,29,Venmo,Quarterly,1
1433,34,Male,Hat,Accessories,4,Florida,L,Black,Winter,4,No,Cash,Express,Yes,Yes,32,Debit Card,Quarterly,0
1434,70,Male,Hoodie,Clothing,3,Minnesota,L,Yellow,Winter,3,No,Venmo,Next Day Air,Yes,Yes,45,Debit Card,Weekly,2
1435,59,Male,Sweater,Clothing,4,New York,L,Maroon,Summer,4,No,PayPal,Free Shipping,Yes,Yes,21,Debit Card,Bi-Weekly,2
1436,45,Male,Scarf,Accessories,4,Oregon,XL,Black,Fall,4,No,Debit Card,Standard,Yes,Yes,41,Cash,Weekly,2
1437,35,Male,Sneakers,Footwear,3,Minnesota,M,Gray,Winter,3,No,Venmo,Free Shipping,Yes,Yes,23,PayPal,Fortnightly,0
1438,69,Male,Boots,Footwear,4,Montana,XL,Orange,Winter,4,No,Debit Card,Free Shipping,Yes,Yes,14,Cash,Annually,2
1439,58,Male,Coat,Outerwear,2,Washington,M,Cyan,Spring,2,No,Cash,Standard,Yes,Yes,24,Debit Card,Monthly,1
